PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,POSTAL,GREEN_ROOF_AREA,ID
20 172999,0,New Building,Mixed Use/Res w Non Res,2020-07-27T00:00:00Z,2025-02-12T00:00:00Z,NA,Work Not Started,M1T,85,20 172999_0
20 174776,0,Building Additions/Alterations,Industrial,2020-07-30T00:00:00Z,2021-07-19T00:00:00Z,2023-10-19T00:00:00Z,Closed,NA,4017,20 174776_0
20 175294,0,New Building,Mixed Use/Res w Non Res,2020-07-31T00:00:00Z,2024-09-17T00:00:00Z,NA,Inspection,NA,632,20 175294_0
20 177523,0,New Building,Apartment Building,2020-08-07T00:00:00Z,2022-12-23T00:00:00Z,NA,Inspection,M4P,182,20 177523_0
20 178544,0,New Building,Mixed Use/Res w Non Res,2020-08-10T00:00:00Z,2024-05-23T00:00:00Z,NA,Inspection,M4X,65.8,20 178544_0
20 182304,0,New Building,Elementary School,2020-08-18T00:00:00Z,NA,NA,Examiner's Notice Sent,M6G,404,20 182304_0
20 182493,0,New Building,Apartment Building,2020-08-18T00:00:00Z,2023-07-26T00:00:00Z,NA,Inspection,M4V,70.4,20 182493_0
20 183171,0,New Building,Mixed Use/Res w Non Res,2020-08-20T00:00:00Z,2023-01-25T00:00:00Z,2026-01-16T00:00:00Z,Closed,M6E,495.2,20 183171_0
20 184518,0,New Building,Student Residence,2020-08-24T00:00:00Z,2021-09-17T00:00:00Z,NA,Inspection,NA,1140.74,20 184518_0
20 184568,0,New Building,Student Residence,2020-08-24T00:00:00Z,2021-09-16T00:00:00Z,NA,Inspection,NA,367.24,20 184568_0
20 185292,0,New Building,Apartment Building,2020-08-25T00:00:00Z,2024-05-03T00:00:00Z,NA,Inspection,M3C,553.56,20 185292_0
20 187227,0,New Building,Student Residence,2020-08-28T00:00:00Z,NA,NA,Inspection,M5S,723,20 187227_0
20 188135,0,New Building,Mixed Use/Res w Non Res,2020-09-01T00:00:00Z,2022-11-29T00:00:00Z,2025-03-25T00:00:00Z,Closed,M5B,507,20 188135_0
20 192670,0,New Building,College/Trade/Tech School/Training Cent.,2020-09-11T00:00:00Z,2022-08-31T00:00:00Z,2025-09-11T00:00:00Z,Closed,NA,810,20 192670_0
20 193640,0,New Building,Mixed Use/Res w Non Res,2020-09-15T00:00:00Z,2022-01-06T00:00:00Z,NA,Inspection,M4G,531.5,20 193640_0
20 196282,0,Small Residential Projects,Laneway / Rear Yard Suite,2020-09-21T00:00:00Z,2021-03-31T00:00:00Z,2022-08-03T00:00:00Z,Closed,M6G,45.97,20 196282_0
20 197292,0,New Building,Industrial,2020-09-22T00:00:00Z,2021-01-08T00:00:00Z,NA,Inspection,M4M,2290,20 197292_0
20 201517,0,New Building,Apartment Building,2020-10-01T00:00:00Z,2026-02-05T00:00:00Z,NA,Permit Issued,M4P,561,20 201517_0
20 202777,0,New Building,Apartment Building,2020-10-05T00:00:00Z,2026-02-02T00:00:00Z,NA,Inspection,M4P,561,20 202777_0
20 204636,0,Small Residential Projects,SFD - Detached,2020-10-08T00:00:00Z,2021-01-26T00:00:00Z,2021-06-02T00:00:00Z,Closed,M4T,9.2,20 204636_0
20 204665,0,New Building,Apartment Building,2020-10-08T00:00:00Z,2024-06-27T00:00:00Z,NA,Inspection,M1N,101,20 204665_0
20 210040,0,New Building,Multiple Use/Non Residential,2020-10-23T00:00:00Z,2023-09-08T00:00:00Z,NA,Inspection,M3C,2452.9,20 210040_0
20 211586,0,New Building,College/Trade/Tech School/Training Cent.,2020-10-27T00:00:00Z,2022-02-07T00:00:00Z,2024-01-02T00:00:00Z,Closed,M1G,410.25,20 211586_0
20 212663,0,New Building,Mixed Use/Res w Non Res,2020-10-29T00:00:00Z,2023-03-21T00:00:00Z,2025-07-29T00:00:00Z,Closed,M8Z,895.4,20 212663_0
20 216364,0,New Building,Mixed Use/Res w Non Res,2020-11-09T00:00:00Z,2022-06-16T00:00:00Z,2024-10-08T00:00:00Z,Closed,M8Z,183.39000000000001,20 216364_0
20 216603,1,New Building,Car Dealership,2024-03-01T00:00:00Z,2024-04-03T00:00:00Z,NA,Revision Issued,M2M,1007.1,20 216603_1
20 216603,0,New Building,Car Dealership,2020-11-09T00:00:00Z,2023-09-14T00:00:00Z,NA,Inspection,M2M,265,20 216603_0
20 218744,0,New Building,Multiple Use/Non Residential,2020-11-16T00:00:00Z,2022-10-14T00:00:00Z,NA,Inspection,NA,730.8,20 218744_0
20 218858,0,New Building,Multiple Use/Non Residential,2020-11-16T00:00:00Z,2022-09-28T00:00:00Z,NA,Inspection,NA,1408.4,20 218858_0
20 219657,0,New Building,Mixed Use/Res w Non Res,2020-11-18T00:00:00Z,2023-07-11T00:00:00Z,NA,Inspection,M5B,827.7,20 219657_0
20 223507,0,New Houses,SFD - Detached,2020-11-27T00:00:00Z,2021-01-29T00:00:00Z,NA,Revocation Pending,M2M,447,20 223507_0
20 224604,0,New Building,Mixed Use/Res w Non Res,2020-12-01T00:00:00Z,2023-06-16T00:00:00Z,NA,Inspection,M4G,151.01899999999998,20 224604_0
20 224608,0,New Building,Apartment Building,2020-12-01T00:00:00Z,2022-01-27T00:00:00Z,NA,Inspection,M5P,282.1,20 224608_0
20 226941,0,New Building,Apartment Building,2020-12-08T00:00:00Z,2025-02-06T00:00:00Z,NA,Issuance Pending,M2K,484,20 226941_0
20 227020,0,New Building,Mixed Use/Res w Non Res,2020-12-08T00:00:00Z,2021-10-21T00:00:00Z,NA,Inspection,M9W,1256.5,20 227020_0
20 227069,0,New Building,Apartment Building,2020-12-08T00:00:00Z,2024-11-04T00:00:00Z,NA,Inspection,M2K,591,20 227069_0
20 227375,0,New Building,Apartment Building,2020-12-09T00:00:00Z,2024-12-17T00:00:00Z,NA,Inspection,M2K,505,20 227375_0
20 227778,0,New Building,Apartment Building,2020-12-10T00:00:00Z,2024-01-09T00:00:00Z,NA,Inspection,M5R,91.3,20 227778_0
20 229988,0,Building Additions/Alterations,University,2020-12-17T00:00:00Z,2023-06-23T00:00:00Z,NA,Inspection,M5S,460,20 229988_0
20 230161,0,New Building,University,2020-12-17T00:00:00Z,2023-03-06T00:00:00Z,2025-02-04T00:00:00Z,Closed,NA,3000,20 230161_0
20 232527,0,New Building,Multiple Use/Non Residential,2020-12-21T00:00:00Z,2023-06-23T00:00:00Z,NA,Inspection,M5V,2794,20 232527_0
20 232576,0,New Building,Apartment Building,2020-12-21T00:00:00Z,2025-03-17T00:00:00Z,NA,Inspection,NA,831,20 232576_0
20 232683,0,New Building,Apartment Building,2020-12-21T00:00:00Z,2026-01-06T00:00:00Z,NA,Inspection,M2K,0,20 232683_0
20 233050,0,New Building,Mixed Use/Res w Non Res,2020-12-22T00:00:00Z,2024-12-23T00:00:00Z,NA,Inspection,M5V,598,20 233050_0
20 233380,0,New Building,Mixed Use/Res w Non Res,2020-12-23T00:00:00Z,2024-01-18T00:00:00Z,2026-01-21T00:00:00Z,Closed,M5V,1234,20 233380_0
20 233448,1,New Building,Mixed Use/Res w Non Res,2024-11-26T00:00:00Z,2025-08-14T00:00:00Z,NA,Revision Issued,M5C,230,20 233448_1
20 233448,0,New Building,Mixed Use/Res w Non Res,2020-12-23T00:00:00Z,2024-09-12T00:00:00Z,NA,Inspection,M5C,230,20 233448_0
20 233778,0,New Building,Apartment Building,2020-12-24T00:00:00Z,2023-03-31T00:00:00Z,NA,Inspection,NA,151,20 233778_0
20 233927,0,New Building,Mixed Use/Res w Non Res,2020-12-24T00:00:00Z,2022-08-08T00:00:00Z,NA,Inspection,M5G,1089,20 233927_0
21 100740,0,New Building,Apartment Building,2021-01-05T00:00:00Z,2023-05-04T00:00:00Z,NA,Inspection,M4V,236,21 100740_0
21 109773,0,Building Additions/Alterations,Elementary School,2021-01-28T00:00:00Z,NA,NA,Under Review,M8V,325,21 109773_0
21 110979,0,New Building,Mixed Use/Res w Non Res,2021-02-01T00:00:00Z,2022-10-06T00:00:00Z,2024-04-02T00:00:00Z,Closed,M1P,623,21 110979_0
21 113274,0,New Houses,SFD - Detached,2021-02-05T00:00:00Z,2021-05-19T00:00:00Z,2025-11-13T00:00:00Z,Closed,M6J,30,21 113274_0
21 113989,0,New Building,Mixed Use/Res w Non Res,2021-02-08T00:00:00Z,2023-09-08T00:00:00Z,2025-11-26T00:00:00Z,Closed,M5A,640,21 113989_0
21 116610,0,New Building,Mixed Use/Res w Non Res,2021-02-16T00:00:00Z,2022-12-20T00:00:00Z,2025-09-05T00:00:00Z,Closed,M4Y,195.8,21 116610_0
21 125032,0,Building Additions/Alterations,Elementary School,2021-03-09T00:00:00Z,2021-10-20T00:00:00Z,2024-02-16T00:00:00Z,Closed,M1W,341,21 125032_0
21 126528,0,New Building,Long Term Care Facility,2021-03-12T00:00:00Z,2023-01-18T00:00:00Z,2023-05-19T00:00:00Z,Closed,NA,0,21 126528_0
21 131292,0,New Building,Apartment Building,2021-03-24T00:00:00Z,2023-03-28T00:00:00Z,NA,Inspection,M1W,935,21 131292_0
21 132362,0,New Building,Apartment Building,2021-03-26T00:00:00Z,2023-05-10T00:00:00Z,NA,Inspection,M6P,154,21 132362_0
21 132654,0,New Building,Gas Station/Car Wash/Repair Garage,2021-03-26T00:00:00Z,2021-10-20T00:00:00Z,2022-09-07T00:00:00Z,Closed,M4G,711.4,21 132654_0
21 136731,0,New Building,Apartment Building,2021-04-07T00:00:00Z,2025-10-03T00:00:00Z,NA,Inspection,M2M,576.2,21 136731_0
21 140735,0,New Building,Apartment Building,2021-04-14T00:00:00Z,2024-09-03T00:00:00Z,NA,Inspection,M4T,511.2,21 140735_0
21 140773,0,New Building,Apartment Building,2021-04-14T00:00:00Z,2025-10-02T00:00:00Z,NA,Inspection,M6H,1853.96,21 140773_0
21 141223,0,New Building,Apartment Building,2021-04-15T00:00:00Z,2025-08-19T00:00:00Z,NA,Inspection,M6H,1853.96,21 141223_0
21 141246,0,New Building,Apartment Building,2021-04-15T00:00:00Z,2025-12-01T00:00:00Z,NA,Inspection,M6H,860.07,21 141246_0
21 141749,0,Small Residential Projects,Laneway / Rear Yard Suite,2021-04-16T00:00:00Z,2021-09-01T00:00:00Z,2025-04-23T00:00:00Z,Closed,M6P,10.3,21 141749_0
21 143957,0,New Building,Apartment Building,2021-04-21T00:00:00Z,NA,NA,Under Review,M4L,182.1,21 143957_0
21 144453,0,New Building,Mixed Use/Res w Non Res,2021-04-22T00:00:00Z,NA,NA,Examiner's Notice Sent,M9A,172,21 144453_0
21 147492,0,New Building,Apartment Building,2021-04-29T00:00:00Z,2024-05-29T00:00:00Z,NA,Inspection,M6C,99,21 147492_0
21 148450,0,Small Residential Projects,SFD - Detached,2021-04-30T00:00:00Z,2021-05-28T00:00:00Z,NA,Inspection,M4W,14.5,21 148450_0
21 153773,0,New Building,Apartment Building,2021-05-12T00:00:00Z,2025-08-01T00:00:00Z,NA,Inspection,M6A,423,21 153773_0
21 154977,0,New Building,Apartment Building,2021-05-14T00:00:00Z,2023-07-11T00:00:00Z,2024-12-02T00:00:00Z,Closed,M6G,905.5,21 154977_0
21 155532,0,New Building,Industrial,2021-05-16T00:00:00Z,2022-01-05T00:00:00Z,2023-07-26T00:00:00Z,Closed,M3B,414.5,21 155532_0
21 157323,0,New Building,Retail Store,2021-05-19T00:00:00Z,2024-01-09T00:00:00Z,NA,Permit Issued,NA,0,21 157323_0
21 173391,0,New Building,Apartment Building,2021-06-20T00:00:00Z,2024-02-07T00:00:00Z,NA,Inspection,M4W,340,21 173391_0
21 174711,0,New Building,Industrial,2021-06-23T00:00:00Z,2021-11-26T00:00:00Z,NA,Inspection,M9B,23598,21 174711_0
21 175004,0,Small Residential Projects,SFD - Detached,2021-06-23T00:00:00Z,2021-08-19T00:00:00Z,2026-04-16T00:00:00Z,Closed,M6J,63,21 175004_0
21 175625,0,New Building,Mixed Use/Res w Non Res,2021-06-24T00:00:00Z,2025-04-30T00:00:00Z,NA,Inspection,M5A,4982.6,21 175625_0
21 176191,0,New Building,Mixed Use/Res w Non Res,2021-06-25T00:00:00Z,2025-04-23T00:00:00Z,NA,Inspection,M5A,376.19,21 176191_0
21 179575,0,New Building,Apartment Building,2021-07-05T00:00:00Z,2022-10-27T00:00:00Z,2024-12-19T00:00:00Z,Closed,M5B,114.7,21 179575_0
21 180869,0,New Building,Mixed Use/Res w Non Res,2021-07-07T00:00:00Z,2024-10-23T00:00:00Z,NA,Inspection,M6B,727.23,21 180869_0
21 180893,0,New Building,Mixed Use/Res w Non Res,2021-07-07T00:00:00Z,NA,NA,Under Review,NA,112,21 180893_0
21 181613,0,Small Residential Projects,SFD - Semi-Detached,2021-07-08T00:00:00Z,2021-09-03T00:00:00Z,2022-10-03T00:00:00Z,Closed,M5R,20.830000000000002,21 181613_0
21 182075,0,New Houses,SFD - Detached,2021-07-09T00:00:00Z,2021-08-26T00:00:00Z,2025-03-18T00:00:00Z,Closed,M5N,17.3,21 182075_0
21 182899,0,New Building,Apartment Building,2021-07-12T00:00:00Z,2024-12-02T00:00:00Z,NA,Inspection,M2M,220,21 182899_0
21 185341,0,New Building,Mixed Use/Res w Non Res,2021-07-16T00:00:00Z,2024-09-17T00:00:00Z,NA,Inspection,M2N,627,21 185341_0
21 187781,0,Building Additions/Alterations,Multiple Unit Building,2021-07-21T00:00:00Z,2022-07-20T00:00:00Z,NA,Permit Issued,M6K,13.75,21 187781_0
21 188481,0,Small Residential Projects,SFD - Detached,2021-07-22T00:00:00Z,2022-01-10T00:00:00Z,2025-04-03T00:00:00Z,Closed,M6R,28.959999999999997,21 188481_0
21 188481,1,Small Residential Projects,SFD - Detached,2023-04-03T00:00:00Z,2023-04-12T00:00:00Z,2025-04-03T00:00:00Z,Closed,M6R,40.87,21 188481_1
21 188668,0,New Building,Elementary School,2021-07-23T00:00:00Z,2022-05-09T00:00:00Z,NA,Inspection,M6N,0,21 188668_0
21 191566,0,New Building,Apartment Building,2021-07-29T00:00:00Z,2022-09-15T00:00:00Z,NA,Inspection,M5P,51.8,21 191566_0
21 193930,0,New Building,Mixed Use/Res w Non Res,2021-08-05T00:00:00Z,2026-04-16T00:00:00Z,NA,Inspection,M9B,1382,21 193930_0
21 193965,0,New Building,Mixed Use/Res w Non Res,2021-08-05T00:00:00Z,2025-01-16T00:00:00Z,2025-12-04T00:00:00Z,Closed,M6J,146.5,21 193965_0
21 194129,0,New Building,Mixed Use/Res w Non Res,2021-08-05T00:00:00Z,2024-07-04T00:00:00Z,NA,Inspection,M5C,180.03,21 194129_0
21 200756,0,New Building,Office,2021-08-18T00:00:00Z,2024-03-15T00:00:00Z,NA,Inspection,M4M,433.4,21 200756_0
21 201448,0,New Building,Mixed Use/Res w Non Res,2021-08-19T00:00:00Z,2023-01-23T00:00:00Z,NA,Inspection,M6B,448,21 201448_0
21 203208,0,New Building,Mixed Use/Res w Non Res,2021-08-24T00:00:00Z,2024-02-02T00:00:00Z,NA,Inspection,M8Y,535,21 203208_0
21 203745,0,New Building,Apartment Building,2021-08-25T00:00:00Z,2025-05-02T00:00:00Z,NA,Permit Issued,M6K,402.7,21 203745_0
21 209233,0,New Building,Mixed Use/Res w Non Res,2021-09-07T00:00:00Z,NA,NA,Under Review,M5A,104,21 209233_0
21 210663,0,New Building,Apartment Building,2021-09-10T00:00:00Z,2025-04-23T00:00:00Z,NA,Inspection,M4L,2526,21 210663_0
21 218024,0,New Building,Mixed Use/Res w Non Res,2021-09-27T00:00:00Z,2025-09-15T00:00:00Z,NA,Inspection,M4V,355,21 218024_0
21 219788,0,New Building,Industrial Manufacturing Plant,2021-09-30T00:00:00Z,2022-01-11T00:00:00Z,2023-06-08T00:00:00Z,Closed,M4M,348.9,21 219788_0
21 222338,0,New Building,Industrial,2021-10-06T00:00:00Z,2022-06-29T00:00:00Z,2024-12-11T00:00:00Z,Closed,M3J,2000,21 222338_0
21 225092,0,New Building,Apartment Building,2021-10-13T00:00:00Z,2025-02-10T00:00:00Z,NA,Inspection,M5R,86.5,21 225092_0
21 225274,0,New Building,Mixed Use/Res w Non Res,2021-10-13T00:00:00Z,2024-07-11T00:00:00Z,NA,Inspection,M5A,49.75,21 225274_0
21 225392,0,New Building,Mixed Use/Res w Non Res,2021-10-13T00:00:00Z,2023-11-06T00:00:00Z,2025-08-12T00:00:00Z,Closed,NA,351,21 225392_0
21 226240,0,New Building,Apartment Building,2021-10-15T00:00:00Z,2025-01-17T00:00:00Z,NA,Inspection,M9C,141,21 226240_0
21 229290,0,New Building,Mixed Use/Res w Non Res,2021-10-22T00:00:00Z,2025-12-11T00:00:00Z,NA,Inspection,M6H,625,21 229290_0
21 229582,0,New Building,Mixed Use/Res w Non Res,2021-10-22T00:00:00Z,2024-11-01T00:00:00Z,NA,Inspection,M5T,432.6,21 229582_0
21 230724,0,Small Residential Projects,2 Unit - Detached,2021-10-26T00:00:00Z,2022-02-23T00:00:00Z,NA,Inspection,M6J,32.87,21 230724_0
21 233077,0,New Building,Apartment Building,2021-11-02T00:00:00Z,2025-02-07T00:00:00Z,NA,Inspection,M5T,570,21 233077_0
21 233178,0,New Building,Apartment Building,2021-11-02T00:00:00Z,2025-01-31T00:00:00Z,NA,Inspection,M5T,498,21 233178_0
21 233351,0,New Building,Mixed Use/Res w Non Res,2021-11-02T00:00:00Z,NA,NA,Under Review,M5S,759,21 233351_0
21 235250,0,New Building,Mixed Use/Res w Non Res,2021-11-08T00:00:00Z,2024-01-18T00:00:00Z,NA,Inspection,M1E,206,21 235250_0
21 238928,0,New Building,Apartment Building,2021-11-17T00:00:00Z,NA,NA,Issuance Pending,M6S,1150.85,21 238928_0
21 238939,0,New Building,Mixed Use/Res w Non Res,2021-11-17T00:00:00Z,2024-10-18T00:00:00Z,2025-08-07T00:00:00Z,Closed,M6K,1051.5,21 238939_0
21 239157,0,New Building,Apartment Building,2021-11-18T00:00:00Z,2024-05-08T00:00:00Z,NA,Inspection,NA,805,21 239157_0
21 240457,0,New Building,Mixed Use/Res w Non Res,2021-11-22T00:00:00Z,NA,NA,Examiner's Notice Sent,M5H,362.6,21 240457_0
21 240883,0,New Building,Mixed Use/Res w Non Res,2021-11-23T00:00:00Z,NA,NA,Examiner's Notice Sent,M5R,480,21 240883_0
21 243015,0,New Building,Mixed Use/Res w Non Res,2021-11-29T00:00:00Z,2024-05-28T00:00:00Z,NA,Inspection,M5R,860.6800000000001,21 243015_0
21 243761,0,New Building,Mixed Use/Res w Non Res,2021-12-01T00:00:00Z,2024-09-10T00:00:00Z,NA,Inspection,M6R,606,21 243761_0
21 243797,0,New Building,Mixed Use/Res w Non Res,2021-12-01T00:00:00Z,2026-04-16T00:00:00Z,NA,Inspection,M9B,70.36,21 243797_0
21 243990,0,New Building,Mixed Use/Res w Non Res,2021-12-01T00:00:00Z,2025-07-31T00:00:00Z,NA,Inspection,M5A,732,21 243990_0
21 244281,0,New Building,Mixed Use/Res w Non Res,2021-12-02T00:00:00Z,2026-02-02T00:00:00Z,NA,Inspection,M6C,442.4,21 244281_0
21 244380,0,New Building,Mixed Use/Res w Non Res,2021-12-02T00:00:00Z,2023-01-26T00:00:00Z,2026-02-18T00:00:00Z,Closed,M3H,20,21 244380_0
21 246085,0,New Building,Mixed Use/Res w Non Res,2021-12-07T00:00:00Z,2023-07-13T00:00:00Z,2025-11-24T00:00:00Z,Closed,M5B,216,21 246085_0
21 246313,0,New Building,Mixed Use/Res w Non Res,2021-12-08T00:00:00Z,2023-08-01T00:00:00Z,NA,Inspection,M5R,219,21 246313_0
21 247065,0,New Building,Mixed Use/Res w Non Res,2021-12-09T00:00:00Z,NA,NA,Under Review,M9A,1471,21 247065_0
21 247217,0,New Building,Mixed Use/Res w Non Res,2021-12-10T00:00:00Z,NA,NA,Under Review,M8X,178.96,21 247217_0
21 248529,0,New Building,Mixed Use/Res w Non Res,2021-12-14T00:00:00Z,2025-10-22T00:00:00Z,NA,Inspection,M5A,533.08,21 248529_0
21 248807,0,New Building,Mixed Use/Res w Non Res,2021-12-15T00:00:00Z,NA,NA,Under Review,M5A,622,21 248807_0
21 248901,0,New Building,Mixed Use/Res w Non Res,2021-12-15T00:00:00Z,2024-05-30T00:00:00Z,NA,Inspection,M3C,1502,21 248901_0
21 249006,0,New Building,Mixed Use/Res w Non Res,2021-12-15T00:00:00Z,2024-02-20T00:00:00Z,NA,Inspection,M5A,552,21 249006_0
21 249375,0,New Building,Mixed Use/Res w Non Res,2021-12-16T00:00:00Z,2025-04-22T00:00:00Z,NA,Inspection,M6P,876.56,21 249375_0
21 249787,0,New Building,Mixed Use/Res w Non Res,2021-12-17T00:00:00Z,2024-05-30T00:00:00Z,NA,Inspection,M6G,2525.4,21 249787_0
21 250236,0,New Building,Apartment Building,2021-12-20T00:00:00Z,2024-08-16T00:00:00Z,NA,Inspection,NA,778,21 250236_0
21 250273,0,New Building,Apartment Building,2021-12-20T00:00:00Z,2024-12-13T00:00:00Z,NA,Inspection,M5A,3112.12,21 250273_0
21 250295,0,New Building,Mixed Use/Res w Non Res,2021-12-20T00:00:00Z,2025-10-06T00:00:00Z,NA,Inspection,M4S,948.6,21 250295_0
21 250319,0,New Building,Apartment Building,2021-12-20T00:00:00Z,2024-12-10T00:00:00Z,NA,Inspection,M5A,3112.12,21 250319_0
21 250439,0,New Building,Apartment Building,2021-12-21T00:00:00Z,NA,NA,Under Review,M1K,450.55,21 250439_0
21 250460,0,New Building,Long Term Care Facility,2021-12-21T00:00:00Z,2025-05-29T00:00:00Z,NA,Inspection,NA,1485,21 250460_0
21 250515,0,New Building,Apartment Building,2021-12-21T00:00:00Z,2024-05-09T00:00:00Z,NA,Inspection,M6B,156.51,21 250515_0
21 250605,0,New Building,Office,2021-12-21T00:00:00Z,NA,NA,Examiner's Notice Sent,M5V,1448,21 250605_0
21 250630,0,New Building,Apartment Building,2021-12-21T00:00:00Z,NA,NA,Ready for Issuance,NA,1738,21 250630_0
21 250634,0,New Building,Apartment Building,2021-12-21T00:00:00Z,NA,NA,Under Review,NA,1738,21 250634_0
21 250765,0,New Building,Apartment Building,2021-12-22T00:00:00Z,2025-01-20T00:00:00Z,NA,Inspection,M3N,666.8,21 250765_0
21 250847,0,New Building,Mixed Use/Res w Non Res,2021-12-22T00:00:00Z,2025-09-03T00:00:00Z,NA,Inspection,M8Z,700.2,21 250847_0
21 250903,0,New Building,Mixed Use/Res w Non Res,2021-12-22T00:00:00Z,2025-09-03T00:00:00Z,NA,Inspection,M8Z,731.8,21 250903_0
21 250933,0,New Building,Apartment Building,2021-12-22T00:00:00Z,2026-03-19T00:00:00Z,NA,Permit Issued,M1N,142.9,21 250933_0
21 251010,0,New Building,Car Dealership,2021-12-23T00:00:00Z,2023-09-15T00:00:00Z,2024-02-29T00:00:00Z,Closed,NA,3953,21 251010_0
21 251297,0,New Building,Industrial,2021-12-24T00:00:00Z,2023-04-28T00:00:00Z,2025-03-14T00:00:00Z,Closed,NA,3407.56,21 251297_0
21 251303,0,New Building,Multiple Use/Non Residential,2021-12-24T00:00:00Z,2023-12-15T00:00:00Z,NA,Inspection,M3J,1182,21 251303_0
21 251370,0,New Building,Elementary School,2021-12-24T00:00:00Z,2023-02-13T00:00:00Z,2025-08-28T00:00:00Z,Closed,M2J,858,21 251370_0
21 251847,0,New Building,Retail Mall/Plaza,2021-12-29T00:00:00Z,2024-01-09T00:00:00Z,2025-05-23T00:00:00Z,Closed,M9W,0,21 251847_0
21 251880,0,New Building,Retail Mall/Plaza,2021-12-29T00:00:00Z,2024-01-03T00:00:00Z,2025-06-10T00:00:00Z,Closed,NA,0,21 251880_0
21 252189,0,New Building,Elementary School,2021-12-30T00:00:00Z,2024-05-27T00:00:00Z,NA,Inspection,M6L,1180,21 252189_0
22 102210,0,New Building,Apartment Building,2022-01-10T00:00:00Z,2024-05-03T00:00:00Z,NA,Inspection,M3C,1055.32,22 102210_0
22 105376,0,Small Residential Projects,SFD - Detached,2022-01-19T00:00:00Z,2022-02-28T00:00:00Z,2022-08-17T00:00:00Z,Closed,M6P,16.7,22 105376_0
22 105448,0,New Building,Apartment Building,2022-01-19T00:00:00Z,2024-05-02T00:00:00Z,NA,Inspection,M3C,840.8499999999999,22 105448_0
22 107633,2,Small Residential Projects,SFD - Detached,2024-10-21T00:00:00Z,2025-02-14T00:00:00Z,2026-01-19T00:00:00Z,Closed,M4K,1,22 107633_2
22 108176,0,New Building,Mixed Use/Res w Non Res,2022-01-27T00:00:00Z,2024-07-22T00:00:00Z,NA,Inspection,M4S,197,22 108176_0
22 108881,0,Building Additions/Alterations,Elementary School,2022-01-29T00:00:00Z,2023-03-23T00:00:00Z,2024-10-28T00:00:00Z,Closed,M4R,140,22 108881_0
22 114084,0,Small Residential Projects,2 Unit - Semi-detached,2022-02-14T00:00:00Z,2022-05-26T00:00:00Z,NA,Inspection,M6G,11.76,22 114084_0
22 116543,0,Building Additions/Alterations,Elementary School,2022-02-23T00:00:00Z,2022-09-08T00:00:00Z,NA,Inspection,M2N,0,22 116543_0
22 117907,1,Small Residential Projects,2 Unit - Detached,2022-10-31T00:00:00Z,2022-12-07T00:00:00Z,2023-11-02T00:00:00Z,Closed,M6R,36,22 117907_1
22 120777,0,Small Residential Projects,SFD - Detached,2022-03-08T00:00:00Z,2022-05-30T00:00:00Z,2026-03-13T00:00:00Z,Closed,M4V,5.1,22 120777_0
22 121556,0,Small Residential Projects,SFD - Detached,2022-03-10T00:00:00Z,2022-03-24T00:00:00Z,2024-01-02T00:00:00Z,Closed,M5R,11.6,22 121556_0
22 122152,0,New Houses,SFD - Detached,2022-03-11T00:00:00Z,2022-09-27T00:00:00Z,NA,Inspection,M2N,3.32,22 122152_0
22 126036,0,New Building,Mixed Use/Res w Non Res,2022-03-23T00:00:00Z,2024-10-08T00:00:00Z,NA,Inspection,M1H,35.9,22 126036_0
22 128398,0,Small Residential Projects,SFD - Detached,2022-03-30T00:00:00Z,2022-07-11T00:00:00Z,NA,Inspection,M4K,32.8,22 128398_0
22 131049,0,New Building,Mixed Use/Res w Non Res,2022-04-06T00:00:00Z,2025-04-01T00:00:00Z,NA,Inspection,M8Z,197,22 131049_0
22 131326,0,New Building,Car Dealership,2022-04-06T00:00:00Z,2023-07-11T00:00:00Z,2026-04-28T00:00:00Z,Closed,M8Z,0,22 131326_0
22 132959,0,Building Additions/Alterations,Multiple Use/Non Residential,2022-04-11T00:00:00Z,2022-11-14T00:00:00Z,2025-03-06T00:00:00Z,Closed,M6H,396,22 132959_0
22 133548,0,New Building,Home for the Aged,2022-04-12T00:00:00Z,NA,NA,Under Review,M4V,195,22 133548_0
22 136051,0,Building Additions/Alterations,Other,2022-04-20T00:00:00Z,2023-01-13T00:00:00Z,NA,Inspection,M4W,198.7,22 136051_0
22 137413,0,New Building,Apartment Building,2022-04-22T00:00:00Z,2024-05-10T00:00:00Z,NA,Inspection,M2K,399,22 137413_0
22 138855,0,New Building,Mixed Use/Res w Non Res,2022-04-27T00:00:00Z,NA,NA,Examiner's Notice Sent,M6K,789.1,22 138855_0
22 147261,0,New Building,Apartment Building,2022-05-16T00:00:00Z,NA,NA,Under Review,M6C,396,22 147261_0
22 148872,0,New Building,Apartment Building,2022-05-19T00:00:00Z,2024-05-27T00:00:00Z,NA,Inspection,M9C,1370,22 148872_0
22 150000,0,Building Additions/Alterations,University,2022-05-22T00:00:00Z,2023-04-13T00:00:00Z,NA,Inspection,M5S,285,22 150000_0
22 151947,0,New Building,Apartment Building,2022-05-26T00:00:00Z,NA,NA,Examiner's Notice Sent,M5B,1992.3899999999999,22 151947_0
22 152654,1,Small Residential Projects,Laneway / Rear Yard Suite,2022-09-28T00:00:00Z,2022-12-23T00:00:00Z,2024-10-09T00:00:00Z,Closed,M6R,21.5,22 152654_1
