PERMIT_NUM,REVISION_NUM,STRUCTURE_TYPE,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,POSTAL,GREEN_ROOF_AREA,ECO_ROOF,ID,CFSAUID,G_AREA
18 117593,0,Mixed Use/Res w Non Res,2018-02-15T00:00:00Z,2020-05-07T00:00:00Z,NA,Inspection,M9B,799,FALSE,18 117593_0,M9B,799
18 117622,0,Mixed Use/Res w Non Res,2018-02-15T00:00:00Z,2020-05-08T00:00:00Z,NA,Inspection,M9B,516,FALSE,18 117622_0,M9B,516
18 117629,0,Apartment Building,2018-02-15T00:00:00Z,2020-05-07T00:00:00Z,NA,Inspection,M9B,1345.6,FALSE,18 117629_0,M9B,1345.6
18 123249,0,Apartment Building,2018-03-01T00:00:00Z,2019-09-26T00:00:00Z,2022-12-14T00:00:00Z,Closed,NA,764,FALSE,18 123249_0,NA,764
18 124024,0,Apartment Building,2018-03-02T00:00:00Z,2021-01-29T00:00:00Z,NA,Inspection,M8X,686.5,FALSE,18 124024_0,M8X,686.5
18 124809,0,Mixed Use/Res w Non Res,2018-03-05T00:00:00Z,2021-01-04T00:00:00Z,2026-03-05T00:00:00Z,Closed,M6G,2707,FALSE,18 124809_0,M6G,2707
18 124890,0,Mixed Use/Res w Non Res,2018-03-05T00:00:00Z,2022-03-30T00:00:00Z,2024-01-19T00:00:00Z,Closed,M6P,721.09,FALSE,18 124890_0,M6P,721.09
18 126210,0,Apartment Building,2018-03-07T00:00:00Z,2019-07-30T00:00:00Z,2023-07-21T00:00:00Z,Closed,M9B,792.65,FALSE,18 126210_0,M9B,792.65
18 127178,0,Mixed Use/Res w Non Res,2018-03-09T00:00:00Z,2021-01-15T00:00:00Z,2023-09-12T00:00:00Z,Closed,M6R,221,FALSE,18 127178_0,M6R,221
18 131106,0,Mixed Use/Res w Non Res,2018-03-19T00:00:00Z,2019-04-17T00:00:00Z,2022-03-23T00:00:00Z,Closed,M5T,158.05,FALSE,18 131106_0,M5T,158.05
18 131137,0,Mixed Use/Res w Non Res,2018-03-19T00:00:00Z,2021-03-02T00:00:00Z,NA,Inspection,M2J,758,FALSE,18 131137_0,M2J,758
18 138486,0,Mixed Use/Res w Non Res,2018-04-04T00:00:00Z,2021-02-05T00:00:00Z,NA,Inspection,M5R,1743.6,FALSE,18 138486_0,M5R,1743.6
18 139187,0,Self-Service Storage Building,2018-04-05T00:00:00Z,2018-07-20T00:00:00Z,2020-07-17T00:00:00Z,Closed,M3L,609,FALSE,18 139187_0,M3L,609
18 140369,0,Mixed Use/Res w Non Res,2018-04-09T00:00:00Z,2019-09-21T03:31:23Z,2025-06-30T00:00:00Z,Closed,M5V,1244,FALSE,18 140369_0,M5V,1244
18 145481,1,Apartment Building,2020-07-13T00:00:00Z,2020-11-12T00:00:00Z,NA,Revision Issued,M4V,157,FALSE,18 145481_1,M4V,157
18 145481,0,Apartment Building,2018-04-18T00:00:00Z,2019-10-17T00:00:00Z,NA,Inspection,M4V,163,FALSE,18 145481_0,M4V,163
18 149758,0,Mixed Use/Res w Non Res,2018-04-27T00:00:00Z,2020-09-16T00:00:00Z,NA,Inspection,NA,526,FALSE,18 149758_0,NA,526
18 153429,1,University,2019-09-04T00:00:00Z,2021-05-14T00:00:00Z,2023-08-24T00:00:00Z,Closed,NA,971,FALSE,18 153429_1,NA,971
18 153499,0,Apartment Building,2018-05-04T00:00:00Z,2020-10-16T00:00:00Z,2025-12-18T00:00:00Z,Closed,M2N,192.76,FALSE,18 153499_0,M2N,192.76
18 154930,0,Mixed Use/Res w Non Res,2018-05-08T00:00:00Z,2021-03-31T00:00:00Z,NA,Inspection,M5S,368.5,FALSE,18 154930_0,M5S,368.5
18 158929,0,Apartment Building,2018-05-15T00:00:00Z,2020-05-11T00:00:00Z,2021-11-24T00:00:00Z,Closed,NA,326.9,FALSE,18 158929_0,NA,326.9
18 159944,0,Warehouse,2018-05-16T00:00:00Z,2020-12-15T00:00:00Z,2021-01-22T00:00:00Z,Closed,NA,0,FALSE,18 159944_0,NA,0
18 162734,0,Mixed Use/Res w Non Res,2018-05-22T00:00:00Z,2021-04-12T00:00:00Z,2024-12-17T00:00:00Z,Closed,M6K,570,FALSE,18 162734_0,M6K,570
18 163654,0,Mixed Use/Res w Non Res,2018-05-23T00:00:00Z,2020-11-18T00:00:00Z,NA,Inspection,M5E,1645,FALSE,18 163654_0,M5E,1645
18 166327,0,Apartment Building,2018-05-28T00:00:00Z,2021-01-22T00:00:00Z,NA,Inspection,M5M,103,FALSE,18 166327_0,M5M,103
18 169179,0,Elementary School,2018-05-31T00:00:00Z,2019-10-25T00:00:00Z,2021-09-02T00:00:00Z,Closed,M4S,305,FALSE,18 169179_0,M4S,305
18 171824,0,Motel/Hotel,2018-06-05T00:00:00Z,2019-09-09T00:00:00Z,2022-01-21T00:00:00Z,Closed,M6J,228,FALSE,18 171824_0,M6J,228
18 171911,0,Multiple Unit Building,2018-06-05T00:00:00Z,2020-09-04T00:00:00Z,2024-01-08T00:00:00Z,Closed,M4M,128,FALSE,18 171911_0,M4M,128
18 173148,1,SFD - Detached,2019-04-16T00:00:00Z,2019-05-07T00:00:00Z,2019-11-29T00:00:00Z,Closed,M4K,20,FALSE,18 173148_1,M4K,20
18 174427,2,SFD - Detached,2019-03-01T00:00:00Z,2019-03-13T00:00:00Z,2019-11-29T00:00:00Z,Closed,M4K,54.75,TRUE,18 174427_2,M4K,54.75
18 178959,0,Multiple Unit Building,2018-06-15T00:00:00Z,2019-08-12T00:00:00Z,2021-03-11T00:00:00Z,Closed,M4Y,461.5,FALSE,18 178959_0,M4Y,461.5
18 182655,0,Mixed Use/Res w Non Res,2018-06-21T00:00:00Z,2019-11-14T00:00:00Z,2022-03-08T00:00:00Z,Closed,M5A,32,FALSE,18 182655_0,M5A,32
18 183105,0,SFD - Detached,2018-06-22T00:00:00Z,2018-07-11T00:00:00Z,2018-11-23T00:00:00Z,Closed,M6H,19,TRUE,18 183105_0,M6H,19
18 184024,0,Mixed Use/Res w Non Res,2018-06-25T00:00:00Z,2020-12-11T00:00:00Z,NA,Inspection,M2J,1034,FALSE,18 184024_0,M2J,1034
18 184133,0,Apartment Building,2018-06-25T00:00:00Z,2021-04-15T00:00:00Z,NA,Inspection,M4P,53.9,FALSE,18 184133_0,M4P,53.9
18 186008,0,SFD - Detached,2018-06-28T00:00:00Z,2018-07-24T00:00:00Z,2019-01-09T00:00:00Z,Closed,M2P,58.99,FALSE,18 186008_0,M2P,58.99
18 188106,0,Performing Arts Centre,2018-07-03T00:00:00Z,2020-12-23T00:00:00Z,2023-12-28T00:00:00Z,Closed,NA,306.4,FALSE,18 188106_0,NA,306.4
18 189065,0,Apartment Building,2018-07-05T00:00:00Z,2019-10-25T00:00:00Z,2021-05-14T00:00:00Z,Closed,M2J,691,FALSE,18 189065_0,M2J,691
18 189430,0,Hospital,2018-07-05T00:00:00Z,2020-06-23T00:00:00Z,NA,Inspection,M4C,3393,FALSE,18 189430_0,M4C,3393
18 191444,0,Self-Service Storage Building,2018-07-10T00:00:00Z,2019-02-04T00:00:00Z,2022-06-14T00:00:00Z,Closed,M6A,320,FALSE,18 191444_0,M6A,320
18 192535,0,Mixed Use/Res w Non Res,2018-07-11T00:00:00Z,2024-04-30T00:00:00Z,NA,Inspection,M5V,1257,FALSE,18 192535_0,M5V,1257
18 192804,0,SFD - Semi-Detached,2018-07-12T00:00:00Z,2018-08-15T00:00:00Z,2024-05-21T00:00:00Z,Closed,M6R,35.839999999999996,FALSE,18 192804_0,M6R,35.839999999999996
18 193181,0,Mixed Use/Res w Non Res,2018-07-12T00:00:00Z,2020-06-02T00:00:00Z,2022-11-29T00:00:00Z,Closed,M4S,440,FALSE,18 193181_0,M4S,440
18 199590,0,Mixed Use/Res w Non Res,2018-07-25T00:00:00Z,2024-08-09T00:00:00Z,NA,Inspection,M5A,214,FALSE,18 199590_0,M5A,214
18 200694,0,Apartment Building,2018-07-27T00:00:00Z,2019-08-12T00:00:00Z,2025-09-11T00:00:00Z,Closed,M4G,423.71,FALSE,18 200694_0,M4G,423.71
18 200828,0,Mixed Use/Res w Non Res,2018-07-27T00:00:00Z,NA,NA,Pending Cancellation,M5V,42.379999999999995,FALSE,18 200828_0,M5V,42.379999999999995
18 201963,0,Apartment Building,2018-07-30T00:00:00Z,2021-01-15T00:00:00Z,NA,Inspection,M6S,1475.96,FALSE,18 201963_0,M6S,1475.96
18 202583,0,Apartment Building,2018-07-31T00:00:00Z,2020-07-24T00:00:00Z,2023-01-17T00:00:00Z,Closed,NA,419.5,FALSE,18 202583_0,NA,419.5
18 203561,0,Apartment Building,2018-08-02T00:00:00Z,2021-03-30T00:00:00Z,2025-10-03T00:00:00Z,Closed,M5V,681,FALSE,18 203561_0,M5V,681
18 203577,0,Apartment Building,2018-08-02T00:00:00Z,2021-05-18T00:00:00Z,2025-01-14T00:00:00Z,Closed,NA,1127,FALSE,18 203577_0,NA,1127
18 203594,0,Apartment Building,2018-08-02T00:00:00Z,2021-06-14T00:00:00Z,2026-02-03T00:00:00Z,Closed,NA,1364,FALSE,18 203594_0,NA,1364
18 205049,2,Multiple Use/Non Residential,2020-07-22T00:00:00Z,2021-03-09T00:00:00Z,2023-04-14T00:00:00Z,Closed,NA,658.1,FALSE,18 205049_2,NA,658.1
18 205049,0,Multiple Use/Non Residential,2018-08-07T00:00:00Z,2019-12-19T00:00:00Z,2023-04-14T00:00:00Z,Closed,NA,744.2,FALSE,18 205049_0,NA,744.2
18 207234,0,Mixed Use/Res w Non Res,2018-08-10T00:00:00Z,2020-12-03T00:00:00Z,NA,Inspection,M6C,339,FALSE,18 207234_0,M6C,339
18 211089,0,Self-Service Storage Building,2018-08-17T00:00:00Z,2020-05-28T00:00:00Z,2022-05-24T00:00:00Z,Closed,M4C,3800,FALSE,18 211089_0,M4C,3800
18 212643,0,Apartment Building,2018-08-21T00:00:00Z,2021-10-13T00:00:00Z,NA,Inspection,M9M,1349,FALSE,18 212643_0,M9M,1349
18 213551,0,Apartment Building,2018-08-22T00:00:00Z,2020-02-05T00:00:00Z,NA,Inspection,M4V,229.9,FALSE,18 213551_0,M4V,229.9
18 214671,0,Mixed Use/Res w Non Res,2018-08-24T00:00:00Z,2020-10-10T00:00:00Z,NA,Inspection,M8Z,642,FALSE,18 214671_0,M8Z,642
18 215782,0,Apartment Building,2018-08-27T00:00:00Z,2021-07-09T00:00:00Z,NA,Inspection,M5R,122,FALSE,18 215782_0,M5R,122
18 218543,0,Apartment Building,2018-08-31T00:00:00Z,2020-02-19T00:00:00Z,NA,Inspection,M6L,303,FALSE,18 218543_0,M6L,303
18 218777,0,Multiple Use/Non Residential,2018-08-31T00:00:00Z,2020-01-22T00:00:00Z,2022-10-05T00:00:00Z,Closed,M5V,174.8,FALSE,18 218777_0,M5V,174.8
18 223346,0,Apartment Building,2018-09-11T00:00:00Z,2019-05-16T00:00:00Z,NA,Inspection,M1V,813,FALSE,18 223346_0,M1V,813
18 223464,0,Mixed Use/Res w Non Res,2018-09-11T00:00:00Z,2021-10-29T00:00:00Z,2026-02-25T00:00:00Z,Closed,M4G,992.6,FALSE,18 223464_0,M4G,992.6
18 223770,0,Multiple Use/Non Residential,2018-09-11T00:00:00Z,2020-04-29T00:00:00Z,2024-01-04T00:00:00Z,Closed,M5A,756,FALSE,18 223770_0,M5A,756
18 223823,0,Apartment Building,2018-09-11T00:00:00Z,2020-10-29T00:00:00Z,2024-09-09T00:00:00Z,Closed,M1P,590.9599999999999,FALSE,18 223823_0,M1P,590.9599999999999
18 224307,0,SFD - Semi-Detached,2018-09-12T00:00:00Z,2018-10-12T00:00:00Z,2019-10-24T00:00:00Z,Closed,M6G,9.209999999999999,TRUE,18 224307_0,M6G,9.209999999999999
18 224507,0,Industrial,2018-09-12T00:00:00Z,2019-06-14T00:00:00Z,2020-01-15T00:00:00Z,Closed,NA,1045,FALSE,18 224507_0,NA,1045
18 229039,0,Apartment Building,2018-09-20T00:00:00Z,2022-07-20T00:00:00Z,NA,Inspection,M2K,1923.8,FALSE,18 229039_0,M2K,1923.8
18 229049,0,Apartment Building,2018-09-20T00:00:00Z,2021-08-06T00:00:00Z,NA,Inspection,M5V,402.95,FALSE,18 229049_0,M5V,402.95
18 233562,0,Mixed Use/Res w Non Res,2018-09-28T00:00:00Z,2023-08-31T00:00:00Z,2025-02-11T00:00:00Z,Closed,M2M,1096,FALSE,18 233562_0,M2M,1096
18 236859,0,Multiple Use/Non Residential,2018-10-03T00:00:00Z,2020-11-10T00:00:00Z,2025-01-23T00:00:00Z,Closed,M5J,1467.2,FALSE,18 236859_0,M5J,1467.2
18 237788,0,Multiple Use/Non Residential,2018-10-04T00:00:00Z,2022-11-18T00:00:00Z,NA,Inspection,NA,812,FALSE,18 237788_0,NA,812
18 239978,0,Secondary School,2018-10-10T00:00:00Z,2021-03-16T00:00:00Z,2024-02-06T00:00:00Z,Closed,M5S,337,FALSE,18 239978_0,M5S,337
18 243513,0,Self-Service Storage Building,2018-10-16T00:00:00Z,2019-06-27T00:00:00Z,2025-08-13T00:00:00Z,Closed,M4A,85.5,FALSE,18 243513_0,M4A,85.5
18 246633,0,Apartment Building,2018-10-23T00:00:00Z,2021-01-28T00:00:00Z,NA,Inspection,M8W,297,FALSE,18 246633_0,M8W,297
18 249282,0,3+ Unit - Detached,2018-10-29T00:00:00Z,2019-06-06T00:00:00Z,2021-01-05T00:00:00Z,Closed,M6G,29.6,FALSE,18 249282_0,M6G,29.6
18 252951,0,Laneway / Rear Yard Suite,2018-11-06T00:00:00Z,NA,NA,Examiner's Notice Sent,M6G,32.51,FALSE,18 252951_0,M6G,32.51
18 256875,0,Mixed Use/Res w Non Res,2018-11-15T00:00:00Z,2019-12-06T00:00:00Z,2023-02-01T00:00:00Z,Closed,M5A,2836.25,FALSE,18 256875_0,M5A,2836.25
18 258929,0,Multiple Use/Non Residential,2018-11-20T00:00:00Z,2023-03-17T00:00:00Z,NA,Inspection,M9W,20365,FALSE,18 258929_0,M9W,20365
18 259010,0,Office,2018-11-21T00:00:00Z,2019-04-09T00:00:00Z,2019-06-03T00:00:00Z,Closed,M3C,1000,FALSE,18 259010_0,M3C,1000
18 259796,0,Place of Worship,2018-11-22T00:00:00Z,2020-01-09T00:00:00Z,2025-06-18T00:00:00Z,Closed,M5M,125,FALSE,18 259796_0,M5M,125
18 261932,0,Mixed Use/Res w Non Res,2018-11-28T00:00:00Z,2024-06-14T00:00:00Z,NA,Inspection,M4W,1373,FALSE,18 261932_0,M4W,1373
18 261990,0,Office,2018-11-28T00:00:00Z,2022-10-21T00:00:00Z,2025-05-09T00:00:00Z,Closed,M5A,1835,FALSE,18 261990_0,M5A,1835
18 264306,0,Multiple Use/Non Residential,2018-12-04T00:00:00Z,2020-01-07T00:00:00Z,NA,Inspection,NA,1164,FALSE,18 264306_0,NA,1164
18 265869,0,Mixed Use/Res w Non Res,2018-12-07T00:00:00Z,2021-10-15T00:00:00Z,2026-01-29T00:00:00Z,Closed,M5V,0,FALSE,18 265869_0,M5V,0
18 265872,0,Apartment Building,2018-12-07T00:00:00Z,2021-10-21T00:00:00Z,2026-01-29T00:00:00Z,Closed,NA,0,FALSE,18 265872_0,NA,0
18 265885,0,Mixed Use/Res w Non Res,2018-12-07T00:00:00Z,NA,NA,Refusal Notice,M5T,115,FALSE,18 265885_0,M5T,115
18 268024,0,Industrial,2018-12-13T00:00:00Z,2019-07-26T00:00:00Z,2021-03-02T00:00:00Z,Closed,M6B,100,FALSE,18 268024_0,M6B,100
18 269130,0,Apartment Building,2018-12-17T00:00:00Z,2020-06-22T00:00:00Z,NA,Inspection,M4P,372,FALSE,18 269130_0,M4P,372
18 269869,0,SFD - Detached,2018-12-18T00:00:00Z,2019-02-25T00:00:00Z,2021-05-05T00:00:00Z,Closed,M6S,415.64000000000004,FALSE,18 269869_0,M6S,415.64000000000004
18 270105,0,Apartment Building,2018-12-19T00:00:00Z,2021-07-05T00:00:00Z,2024-01-15T00:00:00Z,Closed,NA,1262,FALSE,18 270105_0,NA,1262
18 270155,0,Mixed Use/Res w Non Res,2018-12-19T00:00:00Z,2022-10-28T00:00:00Z,NA,Inspection,M4Y,531.3,FALSE,18 270155_0,M4Y,531.3
18 270155,1,Mixed Use/Res w Non Res,2024-08-15T00:00:00Z,2025-04-11T00:00:00Z,NA,Revision Issued,M4Y,531.3,FALSE,18 270155_1,M4Y,531.3
18 270504,0,SFD - Semi-Detached,2018-12-20T00:00:00Z,2019-07-15T00:00:00Z,2025-07-01T00:00:00Z,Closed,M5R,50,FALSE,18 270504_0,M5R,50
18 270645,0,Mixed Use/Res w Non Res,2018-12-20T00:00:00Z,2022-04-27T00:00:00Z,2025-04-22T00:00:00Z,Closed,M5V,285.4,FALSE,18 270645_0,M5V,285.4
18 270772,0,Apartment Building,2018-12-20T00:00:00Z,2021-11-16T00:00:00Z,2025-12-30T00:00:00Z,Closed,M4S,179,FALSE,18 270772_0,M4S,179
18 270777,0,Apartment Building,2018-12-20T00:00:00Z,2024-08-28T00:00:00Z,NA,Inspection,M5V,1026.24,FALSE,18 270777_0,M5V,1026.24
18 271165,0,Industrial,2018-12-21T00:00:00Z,2021-02-12T00:00:00Z,NA,Inspection,M9B,39836,FALSE,18 271165_0,M9B,39836
18 271276,0,Apartment Building,2018-12-21T00:00:00Z,2021-03-04T00:00:00Z,2025-04-15T00:00:00Z,Closed,M9B,544.6,FALSE,18 271276_0,M9B,544.6
18 271662,2,SFD - Detached,2023-08-21T00:00:00Z,2023-11-09T00:00:00Z,NA,Revision Issued,M2P,217.35000000000002,FALSE,18 271662_2,M2P,217.35000000000002
18 271662,1,SFD - Detached,2019-08-30T00:00:00Z,2022-03-03T00:00:00Z,NA,Revision Issued,M2P,217.35000000000002,FALSE,18 271662_1,M2P,217.35000000000002
18 271792,0,Apartment Building,2018-12-24T00:00:00Z,2021-04-23T00:00:00Z,2025-04-15T00:00:00Z,Closed,M9B,146.3,FALSE,18 271792_0,M9B,146.3
18 272222,0,Apartment Building,2018-12-27T00:00:00Z,2021-07-27T00:00:00Z,NA,Inspection,M9A,701,FALSE,18 272222_0,M9A,701
18 276648,0,Mixed Use/Res w Non Res,2018-07-04T00:00:00Z,2021-09-01T00:00:00Z,NA,Inspection,M6G,630.01,FALSE,18 276648_0,M6G,630.01
19 103515,0,Apartment Building,2019-01-11T00:00:00Z,2021-06-28T00:00:00Z,2025-01-14T00:00:00Z,Closed,M5V,944,FALSE,19 103515_0,M5V,944
19 103521,0,Apartment Building,2019-01-11T00:00:00Z,2021-03-25T00:00:00Z,2023-07-26T00:00:00Z,Closed,M5V,755.2,FALSE,19 103521_0,M5V,755.2
19 103533,0,Apartment Building,2019-01-11T00:00:00Z,2021-03-25T00:00:00Z,2023-07-26T00:00:00Z,Closed,M5V,539.6,FALSE,19 103533_0,M5V,539.6
19 106047,0,Car Dealership,2019-01-18T00:00:00Z,2019-10-30T00:00:00Z,2025-09-04T00:00:00Z,Closed,M4G,427.2,FALSE,19 106047_0,M4G,427.2
19 106142,0,Mixed Use/Res w Non Res,2019-01-18T00:00:00Z,2022-08-04T00:00:00Z,NA,Inspection,M4W,1104,FALSE,19 106142_0,M4W,1104
19 108564,0,Mixed Use/Res w Non Res,2019-01-25T00:00:00Z,2023-05-08T00:00:00Z,NA,Inspection,M5T,828,FALSE,19 108564_0,M5T,828
19 115513,0,Multiple Use/Non Residential,2019-02-14T00:00:00Z,2025-02-20T00:00:00Z,NA,Inspection,M6H,856,FALSE,19 115513_0,M6H,856
19 118631,0,Office,2019-02-25T00:00:00Z,2021-08-23T00:00:00Z,2025-02-25T00:00:00Z,Closed,M3N,875,FALSE,19 118631_0,M3N,875
19 123234,0,Mixed Use/Res w Non Res,2019-03-08T00:00:00Z,2020-06-08T00:00:00Z,2024-05-06T00:00:00Z,Closed,M4E,0,FALSE,19 123234_0,M4E,0
19 127846,0,Recreational,2019-03-19T00:00:00Z,2019-04-16T00:00:00Z,2020-04-20T00:00:00Z,Closed,M1S,0,FALSE,19 127846_0,M1S,0
19 130974,0,Motel/Hotel,2019-03-26T00:00:00Z,2023-12-22T00:00:00Z,NA,Inspection,M9W,255,FALSE,19 130974_0,M9W,255
19 131067,0,Crematorium/Cemetary Structure,2019-03-26T00:00:00Z,2020-05-22T00:00:00Z,2022-06-17T00:00:00Z,Closed,NA,400,FALSE,19 131067_0,NA,400
19 133677,0,Mixed Use/Res w Non Res,2019-04-01T00:00:00Z,2021-10-27T00:00:00Z,2024-12-19T00:00:00Z,Closed,M4M,1368.2,FALSE,19 133677_0,M4M,1368.2
19 137332,0,Television Studio(no audience),2019-04-08T00:00:00Z,2020-09-22T00:00:00Z,NA,Inspection,NA,6358,FALSE,19 137332_0,NA,6358
19 137572,1,SFD - Semi-Detached,2019-12-13T00:00:00Z,2020-01-21T00:00:00Z,NA,Revision Issued,M5S,37.339999999999996,FALSE,19 137572_1,M5S,37.339999999999996
19 139113,0,Apartment Building,2019-04-11T00:00:00Z,2020-10-05T00:00:00Z,2025-01-17T00:00:00Z,Closed,M3M,907.7,FALSE,19 139113_0,M3M,907.7
19 139643,0,Apartment Building,2019-04-12T00:00:00Z,2021-04-07T00:00:00Z,2024-01-26T00:00:00Z,Closed,NA,417,FALSE,19 139643_0,NA,417
19 142466,0,Apartment Building,2019-04-18T00:00:00Z,2022-11-30T00:00:00Z,NA,Inspection,M4Y,80,FALSE,19 142466_0,M4Y,80
19 146104,0,Industrial,2019-04-29T00:00:00Z,2019-08-22T00:00:00Z,NA,Inspection,M9W,6602,FALSE,19 146104_0,M9W,6602
19 146652,0,Apartment Building,2019-04-30T00:00:00Z,2021-05-13T00:00:00Z,2023-01-04T00:00:00Z,Closed,NA,567,FALSE,19 146652_0,NA,567
19 147063,0,Apartment Building,2019-04-30T00:00:00Z,2022-02-23T00:00:00Z,2024-12-12T00:00:00Z,Closed,M1G,360,FALSE,19 147063_0,M1G,360
19 147174,0,Apartment Building,2019-04-30T00:00:00Z,2022-02-24T00:00:00Z,2024-12-12T00:00:00Z,Closed,M1G,423.5,FALSE,19 147174_0,M1G,423.5
19 149001,0,Mixed Use/Res w Non Res,2019-05-03T00:00:00Z,2022-03-28T00:00:00Z,2024-10-04T00:00:00Z,Closed,M4N,463,FALSE,19 149001_0,M4N,463
19 149052,0,Motel/Hotel,2019-05-03T00:00:00Z,2023-12-13T00:00:00Z,NA,Inspection,M9W,722,FALSE,19 149052_0,M9W,722
19 150527,0,2 Unit - Detached,2019-05-07T00:00:00Z,2019-05-28T00:00:00Z,2019-06-26T00:00:00Z,Closed,M5A,32,TRUE,19 150527_0,M5A,32
19 150926,0,Industrial,2019-05-08T00:00:00Z,2021-06-04T00:00:00Z,NA,Inspection,M9C,18063,FALSE,19 150926_0,M9C,18063
19 150993,0,Apartment Building,2019-05-08T00:00:00Z,2020-09-18T00:00:00Z,2025-08-25T00:00:00Z,Closed,M2N,398.86,FALSE,19 150993_0,M2N,398.86
19 153350,0,Apartment Building,2019-05-13T00:00:00Z,2020-11-18T00:00:00Z,2023-11-29T00:00:00Z,Closed,M4P,186,FALSE,19 153350_0,M4P,186
19 153651,0,Mixed Use/Res w Non Res,2019-05-13T00:00:00Z,2021-07-19T00:00:00Z,NA,Inspection,NA,1158,FALSE,19 153651_0,NA,1158
19 154620,0,Mixed Use/Res w Non Res,2019-05-15T00:00:00Z,2021-02-22T00:00:00Z,2023-11-27T00:00:00Z,Closed,NA,564,FALSE,19 154620_0,NA,564
19 156908,0,Apartment Building,2019-05-21T00:00:00Z,2021-04-08T00:00:00Z,2024-11-15T00:00:00Z,Closed,NA,1110,FALSE,19 156908_0,NA,1110
19 157198,0,Apartment Building,2019-05-21T00:00:00Z,2021-05-12T00:00:00Z,2024-10-22T00:00:00Z,Closed,NA,242.9,FALSE,19 157198_0,NA,242.9
19 158833,0,Apartment Building,2019-05-24T00:00:00Z,2021-08-11T00:00:00Z,2024-12-10T00:00:00Z,Closed,NA,1381,FALSE,19 158833_0,NA,1381
19 158862,0,Apartment Building,2019-05-24T00:00:00Z,2021-11-19T00:00:00Z,2024-12-10T00:00:00Z,Closed,NA,1381,FALSE,19 158862_0,NA,1381
19 166353,0,Mixed Use/Res w Non Res,2019-06-05T00:00:00Z,2023-02-01T00:00:00Z,NA,Inspection,M6K,710.7,FALSE,19 166353_0,M6K,710.7
19 167031,0,SFD - Detached,2019-06-06T00:00:00Z,2019-07-29T00:00:00Z,2026-03-04T00:00:00Z,Closed,M8X,330.96,FALSE,19 167031_0,M8X,330.96
19 172738,0,Car Dealership,2019-06-17T00:00:00Z,2020-05-29T00:00:00Z,2024-12-09T00:00:00Z,Closed,M8Z,2140,FALSE,19 172738_0,M8Z,2140
19 173414,0,Motel/Hotel,2019-06-18T00:00:00Z,2020-12-09T00:00:00Z,2024-02-26T00:00:00Z,Closed,M9W,241.5,FALSE,19 173414_0,M9W,241.5
19 173743,0,Mixed Use/Res w Non Res,2019-06-18T00:00:00Z,NA,NA,Examiner's Notice Sent,M5A,1717,FALSE,19 173743_0,M5A,1717
19 177197,0,SFD - Detached,2019-06-24T00:00:00Z,2019-07-17T00:00:00Z,2020-08-28T00:00:00Z,Closed,M5R,13.7,FALSE,19 177197_0,M5R,13.7
19 177735,0,Mixed Use/Res w Non Res,2019-06-25T00:00:00Z,2022-07-07T00:00:00Z,2025-07-22T00:00:00Z,Closed,M6P,345,FALSE,19 177735_0,M6P,345
19 181445,0,Mixed Use/Res w Non Res,2019-07-02T00:00:00Z,2022-12-08T00:00:00Z,2023-09-28T00:00:00Z,Closed,M9N,365.64000000000004,FALSE,19 181445_0,M9N,365.64000000000004
19 182041,0,Multiple Use/Non Residential,2019-07-03T00:00:00Z,2020-11-10T00:00:00Z,NA,Inspection,M1V,1686.3,FALSE,19 182041_0,M1V,1686.3
19 183003,0,Mixed Use/Res w Non Res,2019-07-04T00:00:00Z,2022-11-28T00:00:00Z,NA,Inspection,M5A,1171,FALSE,19 183003_0,M5A,1171
19 186549,0,Mixed Use/Res w Non Res,2019-07-10T00:00:00Z,2024-03-19T00:00:00Z,2026-04-28T00:00:00Z,Closed,M5S,450.8,FALSE,19 186549_0,M5S,450.8
19 189205,0,Apartment Building,2019-07-15T00:00:00Z,2021-09-29T00:00:00Z,2024-06-11T00:00:00Z,Closed,M5V,155,FALSE,19 189205_0,M5V,155
19 190150,0,SFD - Detached,2019-07-16T00:00:00Z,2019-09-09T00:00:00Z,2023-04-28T00:00:00Z,Closed,M9A,332.14000000000004,FALSE,19 190150_0,M9A,332.14000000000004
19 190838,0,Apartment Building,2019-07-17T00:00:00Z,2022-05-13T00:00:00Z,2024-05-10T00:00:00Z,Closed,M6B,468,FALSE,19 190838_0,M6B,468
19 193862,0,Mixed Use/Res w Non Res,2019-07-23T00:00:00Z,2021-09-28T00:00:00Z,NA,Inspection,M4P,620.14,FALSE,19 193862_0,M4P,620.14
19 193862,1,Mixed Use/Res w Non Res,2023-08-16T00:00:00Z,2023-11-10T00:00:00Z,NA,Revision Issued,M4P,620.14,FALSE,19 193862_1,M4P,620.14
19 194559,0,Mixed Use/Res w Non Res,2019-07-24T00:00:00Z,2021-07-09T00:00:00Z,2024-03-28T00:00:00Z,Closed,M6H,416.2,FALSE,19 194559_0,M6H,416.2
19 195141,0,Apartment Building,2019-07-25T00:00:00Z,2021-06-04T00:00:00Z,2023-07-14T00:00:00Z,Closed,NA,567,FALSE,19 195141_0,NA,567
19 195282,0,University,2019-07-25T00:00:00Z,2020-12-21T00:00:00Z,NA,Inspection,M3J,809,FALSE,19 195282_0,M3J,809
