X_id,PERMIT_NUM,REVISION_NUM,PERMIT_TYPE,STRUCTURE_TYPE,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIRECTION,POSTAL,APPLICATION_DATE,ISSUED_DATE,COMPLETED_DATE,STATUS,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA,ECO_ROOF
686,18 203577,0,New Building,Apartment Building,470,FRONT,ST,W,   ,2018-08-02,2021-05-18,2025-01-14,Closed,Proposal to construct a 32 storey condo on existing 7 storey podium (see active 17 198524 BLD) with 401 residential units and indoor/outdoor amenity spaces.  BUILDING E - The Well.  NEW ADDRESS - 470 FRONT ST W.,1127,0,False
687,18 203594,0,New Building,Apartment Building,480,FRONT,ST,W,   ,2018-08-02,2021-06-14,2026-02-03,Closed,Proposal to construct a 18 storey condo on existing 7 storey podium (see active 17 198524 BLD) with 258 residential units and indoor/outdoor amenity spaces.  BUILDING D - The Well.  NEW ADDRESS - 480 FRONT ST W.,1364,0,False
688,18 205049,0,New Building,Multiple Use/Non Residential,65,KING,ST,E,   ,2018-08-07,2019-12-19,2023-04-14,Closed,Proposal to construct a 19-storey office development with retail uses at-grade with 4 levels of below grade parking. Related to 17 260753 SA,744.2,942.8,False
689,18 205049,2,New Building,Multiple Use/Non Residential,65,KING,ST,E,   ,2020-07-22,2021-03-09,2023-04-14,Closed,"Revision # 02 - Changes as per plans and attached Cover Letter

REV01: changes as per drawings",658.1,86.1,False
690,18 207234,0,New Building,Mixed Use/Res w Non Res,836,ST CLAIR,AVE,W,M6C,2018-08-10,2020-12-03,,Inspection,"Proposal to construct a 9 storey mixed use building with 116 units, 2 levels of underground parking and retail at grade.",339,0,False
691,18 211089,0,New Building,Self-Service Storage Building,2,KELVIN,AVE, ,M4C,2018-08-17,2020-05-28,2022-05-24,Closed,"Proposal to construct a 4 storey self-storage building. The building will consist of 13,771.7 sqm of gross floor area for self-storage and a small office. There will be 16 parking spots on site in total. 
(Cool roof system used)",3800,0,False
692,18 212643,0,New Building,Apartment Building,3415-3499,WESTON,RD, ,M9M,2018-08-21,2021-10-13,,Inspection,"One 26 storey residential building (Building K - 238 Units), one 30 storey residential building (Building J - 276 Units), a 4 storey podium and 2 levels of below grade parking (PHASE 2)",1349,NA,False
693,18 213551,0,New Building,Apartment Building,620,AVENUE,RD, ,M4V,2018-08-22,2020-02-05,,Inspection,Proposal to construct a 20 storey residential rental building with 177 units and 4 levels of below grade parking.,229.9,0,False
694,18 214671,0,New Building,Mixed Use/Res w Non Res,784,THE QUEENSWAY, , ,M8Z,2018-08-24,2020-10-10,,Inspection,Proposal to construct 8 storey residential condominimum with 2 levels of underground parking and retail at ground floor.,642,0,False
695,18 215782,0,New Building,Apartment Building,346,DAVENPORT,RD, ,M5R,2018-08-27,2021-07-09,,Inspection,"Proposed construction of a new 9-storey, 30 unit residential condominium with 1 retail space at grade and 3 levels of below grade parking.",122,NA,False
696,18 218543,0,New Building,Apartment Building,1461,LAWRENCE,AVE,W,M6L,2018-08-31,2020-02-19,,Inspection,"21 Storey, 216 Suite Residential Building with 3 Levels of Underground Parking 
Residential condo construction including site works, excavation and shoring, underground parking, foundation, base building, plumbing, hvac, sprinkler, electrical and common area and suite finishes.",303,NA,False
697,18 218777,0,New Building,Multiple Use/Non Residential,336,QUEEN,ST,W,M5V,2018-08-31,2020-01-22,2022-10-05,Closed,Proposal to construct a 4 storey commercial (retail/office) building with 1 basement level.  See PPR 15 262132. See demo permit #18-251571 DEM 00 DM.,174.8,NA,False
698,18 223346,0,New Building,Apartment Building,25,THUNDER,GRV, ,M1V,2018-09-11,2019-05-16,,Inspection,"Proposed two level parking + 12 storey affordable rental building on existing surface parking area
of an existing affordable building site",813,NA,False
699,18 223464,0,New Building,Mixed Use/Res w Non Res,939,EGLINTON,AVE,E,M4G,2018-09-11,2021-10-29,2026-02-25,Closed,"To construct a 22 storey condominium residential/commercial building (Building A, Phase 1) with 296 residential units, commercial at grade and 3 levels of below grade parking.",992.6,NA,False
700,18 223770,0,New Building,Multiple Use/Non Residential,125,QUEENS QUAY, ,E,M5A,2018-09-11,2020-04-29,2024-01-04,Closed,"Proposal to construct an 11 storey office building plus mechanical penthouse above, ground floor retail, and 3 levels of below grade parking.  125 & 155 QUEENS QUAY E.  Note:  See active standalone shoring & excavation 18 148181 BLD.
arch 1-203
mechanical 204-305
Electrical 306 -386
",756,418,False
701,18 223823,0,New Building,Apartment Building,2031,KENNEDY,RD, ,M1P,2018-09-11,2020-10-29,2024-09-09,Closed,"Proposal to construct 3 level below grade parking garage,  6 storey commercial/residential podium with parking,  31 storey residential tower (west) and 34 storey residential tower (east).",590.96,NA,False
702,18 224307,0,Small Residential Projects,SFD - Semi-Detached,550,CHRISTIE,ST, ,M6G,2018-09-12,2018-10-12,2019-10-24,Closed,"Proposal to construct front 3rd floor addition & Interior Alterations to existing SFD Semi-Detached House, including a rear 3rd floor deck & a roof deck with green roof. (A1035/17TEY and 17 218786 ZPR). (Existing & Proposed SFD has no garage/parking on the lot with 5.51 M Frontage). ",9.21,NA,True
703,18 224507,0,New Building,Industrial,675,COMMISSIONERS,ST, ,   ,2018-09-12,2019-06-14,2020-01-15,Closed,Proposal to construct a 1 storey Canada Post Delivery Centre.  See active Site Services Permit 18 184326 STS.,1045,0,False
704,18 226604,0,New Building,Mixed Use/Res w Non Res,1982,YONGE,ST, ,M4S,2018-09-17,,2024-06-26,Cancelled,"Proposal to construct a new 10 storey (excluding Mezzanine) mixed use building with 20 rental dwelling units and non-residential uses on the ground floor, second storey, mezzanine, eighth storey and ninth storey.",83.99,0,False
705,18 229039,0,New Building,Apartment Building,1001,SHEPPARD,AVE,E,M2K,2018-09-20,2022-07-20,,Inspection,"LEAD PERMIT Construct a new 19 storey condominium with 160 units and 4 storey townhouses with15 units, (175 units total) attached 2 storey podium and a 5 storey underground parking garage",1923.80,282.98,False
706,18 229049,0,New Building,Apartment Building,40,WIDMER,ST, ,M5V,2018-09-20,2021-08-06,,Inspection,"Proposal to construct a residential tower 47 storey condominium containing 426 residential units with a 3 level podium and amenity component; including 7 levels of underground parking.

Standalone shoring permit Application# 18 160944",402.95,0,False
707,18 233562,0,New Building,Mixed Use/Res w Non Res,5799-5915,YONGE,ST, ,M2M,2018-09-28,2023-08-31,2025-02-11,Closed,"Construct a 36 storey tower with 561 units, a 4 storey underground parking garage and a 7 storey  podium with retail and office spaces
LEAD",1096,0,False
708,18 236859,0,New Building,Multiple Use/Non Residential,156,FRONT,ST,W,M5J,2018-10-03,2020-11-10,2025-01-23,Closed,Proposal to construct a 46 storey office tower with the front facade of the existing heritage building at 156 front street west to be incorporated into the design of the new building. Pending address 160 Front St W.,1467.2,157.84,False
709,18 237788,0,New Building,Multiple Use/Non Residential,11,CENTRE,AVE, ,   ,2018-10-04,2022-11-18,,Inspection,"Construction of new Toronto Courthouse, a new 17 storey modernized institution, including 63 new courtrooms, a public atrium, new public realm, prisoner handling area on the B1 level, and private judicial parking on the B2 level. Integration of heritage and indigenous elements with an enhanced accessibility program throughout the building. It is anticipated that this courthouse will be built to a LEED silver status.",812,147,False
710,18 239978,0,Building Additions/Alterations,Secondary School,371,BLOOR,ST,W,M5S,2018-10-10,2021-03-16,2024-02-06,Closed,Proposed interior alterations and rear addition to an existing private school.,337,0,False
711,18 243513,0,Building Additions/Alterations,Self-Service Storage Building,196,BARTLEY,DR, ,M4A,2018-10-16,2019-06-27,2025-08-13,Closed,Proposal for additing 4 storeys expansion to an existing 2 storey building and interior alterations to the existing including sprinkler system.,85.5,0,False
712,18 246633,0,New Building,Apartment Building,408,BROWNS,LINE, ,M8W,2018-10-23,2021-01-28,,Inspection,"Part Permit - Proposal to construct a 6 storey, 81-unit residential condominium with ground floor commercial and an two levels of underground parking.",297,0,False
713,18 249282,0,Small Residential Projects,3+ Unit - Detached,548,PALMERSTON,BLVD, ,M6G,2018-10-29,2019-06-06,2021-01-05,Closed,PROPOSED REBUILD REAR BLOCK GARAGE WITH SECOND FLOOR STORAGE & ATTACHED CARPORT. GREEN ROOF PROPOSED ON ROOF OF GARAGE.,29.60,NA,False
714,18 252951,0,Small Residential Projects,Laneway / Rear Yard Suite,756,MARKHAM,ST, ,M6G,2018-11-06,,,Examiner's Notice Sent,Proposal to construct rear 2 storey laneway house.,32.51,NA,False
715,18 256875,0,New Building,Mixed Use/Res w Non Res,475,FRONT,ST,E,M5A,2018-11-15,2019-12-06,2023-02-01,Closed,Proposal to construct a 12 storey & 9 storey residential condominium on a common podium consisting of 400 suites with 2 levels of underground parking including retail at grade. (See stand alone shoring 18-182995 BLD 00 BA),2836.25,0,False
716,18 258929,0,Building Additions/Alterations,Multiple Use/Non Residential,555,REXDALE,BLVD, ,M9W,2018-11-20,2023-03-17,,Inspection,"Proposed expansion to existing casino including a proposed theatre, hotel 1 and underground parking garage. Hotel 2 above ground level is not a part of this building permit.- (BLCOK 10)","20,365",0,False
717,18 259010,0,Building Additions/Alterations,Office,90,WYNFORD,DR, ,M3C,2018-11-21,2019-04-09,2019-06-03,Closed,Green roof installation and roof waterproofing membrane replacement,1000,0,False
718,18 259796,0,New Building,Place of Worship,157,FALKIRK,ST, ,M5M,2018-11-22,2020-01-09,2025-06-18,Closed,Construct a new 2 storey place of worship with ancillary uses ,125,0,False
719,18 261932,0,New Building,Mixed Use/Res w Non Res,50,CUMBERLAND,ST, ,M4W,2018-11-28,2024-06-14,,Inspection,Proposal to construct a mixed-use residential and commercial building consisting of (1) 42 Storey and (1) 64 storey residential towers above a commercial podium containing both above grade residential parking and retail on top of a 6 level below grade commercial parking garage. Related to 16 155457 STE,1373,0,False
720,18 261990,0,New Building,Office,25,ONTARIO,ST, ,M5A,2018-11-28,2022-10-21,2025-05-09,Closed,"Proposal to construct a 24 storey office building (shell) with ancillary retail at grade, 4 levels of below grade parking, and maintain north & west facades of existing heritage building (Note: See active 19-179405 BA).  PB# 17-249846
See Alternative solution # 18-262002",1835,0,False
721,18 264306,0,New Building,Multiple Use/Non Residential,40,TEMPERANCE,ST, ,   ,2018-12-04,2020-01-07,,Inspection,"Proposal to construct a new 32 storey mixed use building with existing 5 level below grade structure, finished and shell Office space, and shell Retail space. ""Bay Adelaide Centre - North Tower""",1164,640,False
722,18 265869,0,New Building,Mixed Use/Res w Non Res,30,WIDMER,ST, ,M5V,2018-12-07,2021-10-15,2026-01-29,Closed,Proposal to construct a 48 storey mixed use condominium/hotel building with a 3 storey podium and 4 levels of below grade parking.  (See 8 Widmer St 18-265872 BLD 00 NB for related 49 storey condominium tower),0,143.5,False
723,18 265872,0,New Building,Apartment Building,8,WIDMER,ST, ,   ,2018-12-07,2021-10-21,2026-01-29,Closed,Proposal to construct new 49 storey apartment building with 424 residential units and 4 storey below grade parking garage. See 30 Widmer permit #18-265869 for 48 storey residential (hotel/apartments) building.,0,143.5,False
724,18 265885,0,New Building,Mixed Use/Res w Non Res,170,SPADINA,AVE, ,M5T,2018-12-07,,,Refusal Notice,"Proposal to construct a 12 storey condo with 164 residential units (162 apartment units + 2 semi-detached units), commercial at grade, and 1 level of below grade parking. 170 Spadina Avenue & 1-7 Cameron Street",115,0,False
725,18 268024,0,New Building,Industrial,200,FAIRBANK,AVE, ,M6B,2018-12-13,2019-07-26,2021-03-02,Closed,"New 6-storey industrial self-storage building with enclosed customer loading area, customer service office and flex office spaces on ground floor. ",100,0,False
726,18 269130,0,New Building,Apartment Building,101,ROEHAMPTON,AVE, ,M4P,2018-12-17,2020-06-22,,Inspection,"Proposal to construct a 38 storey residential rental apartment building addition with 2 levels of underground parking. Lot comprised of 89 and 101 Roehampton Ave.
AS FOR STANDPIPE 19 143403",372,NA,False
727,18 269869,0,New Houses,SFD - Detached,69,SOUTH KINGSWAY, , ,M6S,2018-12-18,2019-02-25,2021-05-05,Closed,"Proposal demolition of 50% of existing walls, new 3 storey dwelling by renovation, finished basement and integrated garage.",415.64,NA,False
728,18 269894,0,Building Additions/Alterations,Motel/Hotel,255,WELLINGTON,ST,W,   ,2018-12-18,2020-12-17,2026-01-16,Cancelled,"Proposal to construct a 5 storey addition and interior alterations to existing 21 storey hotel ""Residence Inn Marriott""",171,0,False
729,18 270105,0,New Building,Apartment Building,251,MANITOBA,ST, ,   ,2018-12-19,2021-07-05,2024-01-15,Closed,"Proposal to construct a 498-unit condominium in two buildings (12-storey and 29-storey) connected by a podium. The buildings include 3-level underground parking garage (18,985 sq. m.), common area (2,398 sq. m.), and mechanical space (1,692 sq. m.)",1262,0,False
730,18 270155,0,New Building,Mixed Use/Res w Non Res,628,CHURCH,ST, ,M4Y,2018-12-19,2022-10-28,,Inspection,"Proposal to construct a 47 storey Mixed Use Building(Res/Non Res) with 5 levels of below grade parking. 
REF: 18-173136 PB folder",531.3,0,False
731,18 270155,1,New Building,Mixed Use/Res w Non Res,628,CHURCH,ST, ,M4Y,2024-08-15,2025-04-11,,Revision Issued,"Rev 01: TO ALTER TO AN EXISTING APPROVED 47-STOREY MIXED-USE BUILDING BY CONSTRUCTING THREE ADDITIONAL STOREYS FOR A TOTAL OF 50-STOREYS. THE NUMBER OF RESIDENTIAL UNITS WILL INCREASE FROM 403 UNITS TO 423 UNITS. SEE ATTACHED NOTICE OF DECISION FOR THIS AMENDMENT. 

Proposal to construct a 47 storey Mixed Use Building(Res/Non Res) with 5 levels of below grade parking. 
",531.3,0,False
732,18 270504,0,Small Residential Projects,SFD - Semi-Detached,72,ROXBOROUGH,ST,W,M5R,2018-12-20,2019-07-15,2025-07-01,Closed,Proposal to construct detached garage with a green roof,50,NA,False
733,18 270645,0,New Building,Mixed Use/Res w Non Res,327,KING,ST,W,M5V,2018-12-20,2022-04-27,2025-04-22,Closed,"Proposal to construct a new 49 storey mixed use building with 338 dwelling units (including 10 rental units), commercial retail at grade and 4 levels of underground parking. (321-333 King St W)",285.4,0,False
734,18 270772,0,New Building,Apartment Building,71,REDPATH,AVE, ,M4S,2018-12-20,2021-11-16,2025-12-30,Closed,Proposal to construct a new 21 storey rental apartment building with 180 dwelling units and 4 levels of underground parking. ,179,0,False
735,18 270777,0,New Building,Apartment Building,89,NIAGARA,ST, ,M5V,2018-12-20,2024-08-28,,Inspection,Proposal to construct  BUILDING 'B' - 2 new residential towers one 12 storey and one 14 storey with a 5 storey podium. Total of 287 dwelling units and 4 level of below grade parking. related to 17 271399 STE,1026.24,0,False
736,18 271165,0,New Building,Industrial,25,VICKERS,RD, ,M9B,2018-12-21,2021-02-12,,Inspection,Construction of a new Metro distribution center in two phases. Phase 1 - Construct new Distribution centre on the lots previously occupied by 17 and 75 Vickers. Underground parking and mezzanine,39836,0,False
737,18 271276,0,New Building,Apartment Building,5365,DUNDAS,ST,W,M9B,2018-12-21,2021-03-04,2025-04-15,Closed,"Proposed 24 storey building with 286 suites, retail/commercial units, and 2 levels of underground parking. PHASE 2, see 18-271792 Building E",544.6,0,False
738,18 271662,1,New Houses,SFD - Detached,24,BROOKFIELD,RD, ,M2P,2019-08-30,2022-03-03,,Revision Issued,"Revision #01 - Changes to number of unprotected openings. 

Proposal to construct a new 2 storey single family dwelling",217.35,NA,False
739,18 271662,2,New Houses,SFD - Detached,24,BROOKFIELD,RD, ,M2P,2023-08-21,2023-11-09,,Revision Issued,"Rev 02: addition of 9 m2 floor area only to the 1st floor, also bathroom locations are revised slightly in the basement and 2nd floor
Revision #01 - Changes to number of unprotected openings. 

Proposal to construct a new 2 storey single family dwelling",217.35,NA,False
740,18 271792,0,New Building,Apartment Building,5365,DUNDAS,ST,W,M9B,2018-12-24,2021-04-23,2025-04-15,Closed,Proposed 21 storey residential building with 233 suites and retail/commerical space. See18-271276 for related building D,146.3,0,False
741,18 272222,0,New Building,Apartment Building,289,THE KINGSWAY, , ,M9A,2018-12-27,2021-07-27,,Inspection,To Construct a new 6 storey residential apartment building with 2 level below grade parking garage as a repalcement rental for the pruposes of this redevelopment. Building B(Garage scope under permit 18 272208 BLD 00 NB),701,NA,False
742,18 276648,0,New Building,Mixed Use/Res w Non Res,597,BLOOR,ST,W,M6G,2018-07-04,2021-09-01,,Inspection,Proposal to construct a new 8 storey mixed use building plus mechanical penthouse and 2 levels of below grade parking. New building includes ground floor retail and 68 residential units.  See also 17 187476 SA.,630.01,0,False
743,19 103515,0,New Building,Apartment Building,455,WELLINGTON,ST,W,M5V,2019-01-11,2021-06-28,2025-01-14,Closed,"BUILDING C: One of four site plan applications for the residential portion of the redevelopment of the former Globe and Mail lands (aka ""The Well"").  These residential site plan applications are related to the non-residential ""Master"" site plan application (file no. 16 269540 STE 20 SA).  This application refers to Building ""C"", a 14-storey residential building with 99 units.",944,0,False
744,19 103521,0,New Building,Apartment Building,425,WELLINGTON,ST,W,M5V,2019-01-11,2021-03-25,2023-07-26,Closed,"As part of a master plan, this proposal relates to th construction of a 14-storey residential tower above a two storey podium for a total of 16 storeys with 171 residential units. The site contains 6 levels of below grade parking and storage. All dwelling units will be offered as rental. The 2-storey commercial podium was issued under Building G (17 198524 STR 00 CP).",755.2,0,False
745,19 103533,0,New Building,Apartment Building,435,WELLINGTON,ST,W,M5V,2019-01-11,2021-03-25,2023-07-26,Closed,"As part of a master plan, this proposal relates to the construction of a 14-storey residential tower above a two storey podium for a total of 16 storeys with 160 residential units. The site contains 6 levels of below grade parking and storage. All dwelling units will be offered as rental. The 2-storey commercial podium was issued under Building G (17 198524 STR 00 CP).",539.6,0,False
746,19 106047,0,New Building,Car Dealership,139,LAIRD,DR, ,M4G,2019-01-18,2019-10-30,2025-09-04,Closed,Construct a new two (2) storey Maza Dealership and repair garage/service area complete with two (2) new entry portals and two (2) exterior canopies,427.2,0,False
747,19 106142,0,New Building,Mixed Use/Res w Non Res,1,BLOOR,ST,W,M4W,2019-01-18,2022-08-04,,Inspection,Proposal to construct an 86 storey mixed use apartment building with 4 levels of below grade commercial parking and one level of below grade commercial space.,1104,0,False
748,19 108564,0,New Building,Mixed Use/Res w Non Res,234,SIMCOE,ST, ,M5T,2019-01-25,2023-05-08,,Inspection,"Proposal to construct three mixed use buildings (39, 35, and 17 storeys) with a total of 899 dwelling units and 4 levels of underground parking. ",828,0,False
749,19 115513,0,New Building,Multiple Use/Non Residential,57,WADE,AVE, ,M6H,2019-02-14,2025-02-20,,Inspection,Construction of a new 7-storey (+ Mechanical Penthouse) building with one level of underground parking.,856,NA,False
750,19 118631,0,New Building,Office,5,SHOREHAM,DR, ,M3N,2019-02-25,2021-08-23,2025-02-25,Closed,To construct a new four storey TRCA administrative office building,875,NA,False
751,19 123234,0,New Building,Mixed Use/Res w Non Res,650,KINGSTON,RD, ,M4E,2019-03-08,2020-06-08,2024-05-06,Closed,Proposed construction of a 7 storey apartment building containing 68 residential units with two levels of underground parking and commercial space on the ground floor. ,0,93,False
752,19 127846,0,New Building,Recreational,125,MILNER,AVE, ,M1S,2019-03-19,2019-04-16,2020-04-20,Closed,Proposal to replace the existing Air Supported Structure damaged in snow storm with a metal frame and metal clad Structure for Indoor Golf Sport Facility.,0,1863,False
753,19 130974,0,New Building,Motel/Hotel,407,REXDALE,BLVD, ,M9W,2019-03-26,2023-12-22,,Inspection,Proposal to construct a seven-storey Hotel Est. ,255,NA,False
754,19 131067,0,New Building,Crematorium/Cemetary Structure,5826,BATHURST,ST, ,   ,2019-03-26,2020-05-22,2022-06-17,Closed,Construction of a new 2 storey building comprising of a visitation center and administration offices at Westminster Cemetery (Phase 3). ,400,400,False
755,19 133677,0,New Building,Mixed Use/Res w Non Res,462,EASTERN,AVE, ,M4M,2019-04-01,2021-10-27,2024-12-19,Closed,Proposed eight storey condominium with two levels of underground parking. Ground floor retail components. Existing heritage facade to remain. ,1368.2,0,False
756,19 137332,0,New Building,Television Studio(no audience),945,LAKE SHORE,BLVD,E,   ,2019-04-08,2020-09-22,,Inspection,Proposed construction of a new 2-storey film studio with no audience on an existing vacant land. ,6358,NA,False
757,19 137572,1,Small Residential Projects,SFD - Semi-Detached,42,MAJOR,ST, ,M5S,2019-12-13,2020-01-21,,Revision Issued,"REVISION - to add a green roof
Proposed two storey side addition, third floor addition, interior alterations, new rear deck, and front porch. ",37.34,NA,False
758,19 139113,0,New Building,Apartment Building,3100,KEELE,ST, ,M3M,2019-04-11,2020-10-05,2025-01-17,Closed,"New 13 storey residential buildings with 363 units; 3 storey underground parking garage and retail space at grade PB of $600,000 required first above grade permit.",907.7,0,False
759,19 139643,0,New Building,Apartment Building,2995,KEELE,ST, ,   ,2019-04-12,2021-04-07,2024-01-26,Closed,19 139643 Construct a new 11 storey condominium with 250 units and a 2 level underground parking garage that will serve  50 and 70 George Butchart Dr,417,0,False
760,19 142466,0,New Building,Apartment Building,6,GLOUCESTER,ST, ,M4Y,2019-04-18,2022-11-30,,Inspection,Proposal for a new 34-storey mixed use rental apartment building containing 232 rental units with retail uses at grade and 2 levels below grade parking. Address includes 6 and 8 Gloucester Street.,80,0,False
761,19 146104,0,Building Additions/Alterations,Industrial,310,HUMBERLINE,DR, ,M9W,2019-04-29,2019-08-22,,Inspection,ADD NEW DATA CENTRE TO EXISTING INDUSTRIAL BUILDING. PHASE 2,6602,0,False
762,19 146652,0,New Building,Apartment Building,2995,KEELE,ST, ,   ,2019-04-30,2021-05-13,2023-01-04,Closed,"Construct a new 4 storey condonminium with 53 units - rental building 
",567,0,False
763,19 147063,0,New Building,Apartment Building,1-2,MEADOWGLEN,PL, ,M1G,2019-04-30,2022-02-23,2024-12-12,Closed,"Proposed 14 storey mixed-use condominium (Building D) containing 144 residential units, retail and an underground parking garage. ",360,0,False
764,19 147174,0,New Building,Apartment Building,1-2,MEADOWGLEN,PL, ,M1G,2019-04-30,2022-02-24,2024-12-12,Closed,"Proposed 28 storey mixed-use condominium (Building C) containing 294 residential units, retail and a 4 storey underground parking garage. ",423.5,0,False
765,19 149001,0,New Building,Mixed Use/Res w Non Res,2781,YONGE,ST, ,M4N,2019-05-03,2022-03-28,2024-10-04,Closed,Construct a 9 storey residential building (89 dwelling units) with 4 levels of underground garage and retail along Yonge St, 463,NA,False
766,19 149052,0,New Building,Motel/Hotel,33,CARLSON,CRT, ,M9W,2019-05-03,2023-12-13,,Inspection,"New construction of an 8-storey, 196 suite Hyatt Place hotel. The ground level podium will contain lobby & breakfast spaces, 3 meeting rooms, fitness room, sun room, and pool.",722,0,False
767,19 150527,0,Small Residential Projects,2 Unit - Detached,372,BERKELEY,ST, ,M5A,2019-05-07,2019-05-28,2019-06-26,Closed,Proposal for a green roof on a rear detached garage,32,NA,True
768,19 150926,0,New Building,Industrial,170,THE WEST MALL, , ,M9C,2019-05-08,2021-06-04,,Inspection,"Proposal for the construction of a new frozen distribution centre with ancillary maintenance and office spaces, loading docks, and surface parking.
See Alternative solutions: 18-268647  18-268635  18-268630","18,063",0,False
769,19 150993,0,New Building,Apartment Building,15,HOLMES,AVE, ,M2N,2019-05-08,2020-09-18,2025-08-25,Closed,Construct a 32 storey residential tower with 358 units and 3 levels of underground parking,398.86,0,False
770,19 153350,0,New Building,Apartment Building,492,EGLINTON,AVE,E,M4P,2019-05-13,2020-11-18,2023-11-29,Closed,Propose a new 12 storey residential building with 2 levels underground parking,186,0,False
771,19 153651,0,New Building,Mixed Use/Res w Non Res,620,DUNDAS,ST,E,   ,2019-05-13,2021-07-19,,Inspection,Proposal to construct  a mixed-use residential building (32 storey tower and 11 storey tower connected by a 3 storey podium) with retail spaces at grade and office space on the 2nd level with 3 levels of underground parking.      Stand Alone SHORING Permit # 18-213738,1158,0,False
772,19 154620,0,New Building,Mixed Use/Res w Non Res,794,GERRARD,ST,E,   ,2019-05-15,2021-02-22,2023-11-27,Closed,"Proposal to construct a new 6 storey mixed use building, 58 residential condo with commercial unit at grade complete with a  parking stacker. ",564,0,False
773,19 156908,0,New Building,Apartment Building,30,TIPPETT,RD, ,   ,2019-05-21,2021-04-08,2024-11-15,Closed,14 storey residential building A with 340 units and a shared 3 level underground parking garage. Proposal for site includees two residential buildings with a shared U/G parking garage. Building A includes the entire u/g garage.  Building B 19-157198 00 NB has 177 units above the the shared underground garage which has 354 parking stalls. This application is for Building A and the entire U/G parking garage.,1110,0,False
774,19 157198,0,New Building,Apartment Building,30,TIPPETT,RD, ,   ,2019-05-21,2021-05-12,2024-10-22,Closed,"16 storey residential building with 177 units
Construction of two mixed use residential buildings with a shared 3 level U/G parking garage. Building A (19-157908 BLD 00 NB)  has 340 units, Building B has 177 units and the shared underground has 354 parking stalls and is constructed with Building A.  This application is for Building B only.",242.9,0,False
775,19 158833,0,New Building,Apartment Building,1095,LESLIE,ST, ,   ,2019-05-24,2021-08-11,2024-12-10,Closed,"To construct 27 storey tower (304 ) units, include 3 level of underground parking garage and shared podium on 5th floor (1,577 m2)- Tower B LEAD PERMIT See also 19 158862 Tower C",1381,0,False
776,19 158862,0,New Building,Apartment Building,1095,LESLIE,ST, ,   ,2019-05-24,2021-11-19,2024-12-10,Closed,"To construct 45 storey tower (339 ) units, starting on level 6- Tower C 
See also permit 19 158833 BLD (Tower B and podium)",1381,0,False
777,19 166353,0,New Building,Mixed Use/Res w Non Res,1221,KING,ST,W,M6K,2019-06-05,2023-02-01,,Inspection,"Proposal to construct a new 14 storey mixed use building with 3 levels of underground parking, 297 dwelling units, and retail at grade.",710.7,0,False
778,19 167031,0,New Houses,SFD - Detached,17,WALFORD,RD, ,M8X,2019-06-06,2019-07-29,2026-03-04,Closed,Proposal to construct a new 2 storey single family dwelling with integral garage,330.96,NA,False
779,19 172738,0,New Building,Car Dealership,1629,THE QUEENSWAY, , ,M8Z,2019-06-17,2020-05-29,2024-12-09,Closed,"Proposal to construct a new vehicle dealership facility, including showroom and car servicing area - ""Mercedes-Benz Sales & Service Centre"". ",2140,0,False
780,19 173414,0,New Building,Motel/Hotel,25,INTERNATIONAL,BLVD, ,M9W,2019-06-18,2020-12-09,2024-02-26,Closed,"Proposal to construct a new 7 storey, 120 unit hotel with partial basement",241.50,0,False
781,19 173743,0,New Building,Mixed Use/Res w Non Res,215,LAKE SHORE,BLVD,E,M5A,2019-06-18,,,Examiner's Notice Sent,"Proposal to construct 3 new buildings - Building ""B2' which consists of 182 dwelling units, 14 storey's, and retail at grade. Building ""C+G"" consists of one 49 storey and 15 storey combined building with 591 dwelling units and retail at grade, and Building ""F"" which consists of 374 dwelling units, 39 storey's and retail at grade. Scope of work includes 4 levels of below grade parking.",1717,0,False
782,19 177197,0,Small Residential Projects,SFD - Detached,123,HILTON,AVE, ,M5R,2019-06-24,2019-07-17,2020-08-28,Closed,"Proposal to construct a 2-Storey Rear Addition and Interior Alterations including a new rear deck, to an Existing 3-Storey SFD Detached House.
",13.7,NA,False
783,19 177735,0,New Building,Mixed Use/Res w Non Res,2720,DUNDAS,ST,W,M6P,2019-06-25,2022-07-07,2025-07-22,Closed,"Proposed construction of a new 9-storey mixed-use building: 14748 square metres res. GFA, 664 square metres non-res GFA, 150 dwelling units and 2 levels of below grade parking",345,0,False
784,19 181445,0,New Building,Mixed Use/Res w Non Res,10,WILBY,CRES, ,M9N,2019-07-02,2022-12-08,2023-09-28,Closed,"Proposal to construct a new 22-storey condominium development with 233 units, with 147 of the units for affordable ownership, with four levels of below grade parking",365.64,0,False
785,19 182041,0,Building Additions/Alterations,Multiple Use/Non Residential,1571,SANDHURST,CRCL, ,M1V,2019-07-03,2020-11-10,,Inspection,"construct addition to shopping plaza, retail, restaurant & parking garage",1686.3,1686.3,False
786,19 183003,0,New Building,Mixed Use/Res w Non Res,261,QUEENS QUAY, ,E,M5A,2019-07-04,2022-11-28,,Inspection,"Proposal to construct a 18 storey mixed use condominium with 241 residential dwelling units, with retail at grade and four levels of underground parking.
The fit-out work for the Community Centre is also included in the Full BLD permit.",1171,0,False
